MCAT Name,Unit,Unit wise Min Price,Unit wise Max Price,Most Common Price 1,Most Common Price 2,Most Common Price 3,ISQ Name,ISQ Options,ISQ Min Price,ISQ Max Price
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Model Number/Name,SK 25,500000.0,500000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Model Number/Name,SM 13,330000.0,330000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Model Number/Name,ASK 28,550000.0,550000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Compressor Brand,Ingersoll Rand (IR),300000.0,300000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Compressor Brand,Atlas Copco,150000.0,400000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Compressor Brand,BAC,340000.0,340000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Compressor Brand,ALL BRAND,220000.0,220000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Discharge Pressure,7.5-15 bar,500000.0,500000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Discharge Pressure,7,340000.0,340000.0
Rotary Screw Compressors,Piece,150000.0,550000.0,500000.0,550000.0,220000.0,Discharge Pressure,7.5 bar,330000.0,550000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,1 TO 1000 HP,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,20 HP,250.0,275000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,7.5 HP,125000.0,500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,5 HP - 10 HP,90000.0,90000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,5-10 HP,4500000.0,4500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,30 HP,350000.0,350000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,15 HP,210000.0,210000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,100HP,1150000.0,1150000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,5-300 zhp,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Horse Power,150 HP,1375000.0,1375000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Usage/Application,PRESSURE AIR,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Air Compressors Range,GA11-7-VSD-FF,600000.0,600000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Accessories,Dryer,4500000.0,4500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate (CFM),120-500,650000.0,650000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate (CFM),71,250.0,250.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model,CTSD 20,250.0,250.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model,GCS 05,150000.0,150000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model,EG 11 TO EG 75,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model No,BSD 50,150000.0,150000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Discharge Pressure,10 Kg,250.0,250.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Discharge Pressure,8 Bar,500000.0,500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Brand,Ingersoll Rand (IR),90000.0,4500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Brand,IR,350000.0,350000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Brand,Venus,483000.0,483000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Brand,Atlas Copco,200000.0,200000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Brand,Elgi,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Number of Compression Stages,Single Stage,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Power Source,Electric DC,210000.0,275000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Power Source,Electric,90000.0,4500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Power Source,AC Three Phase,195000.0,200000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Power Source,Diesel,1400000.0,1400000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate (in cfm),21 - 50 cfm,150000.0,150000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate (in cfm),51 - 120 cfm,195000.0,195000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate (in cfm),121 - 500 cfm,195000.0,195000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Technology,Screw,100000.0,900000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Compressor Technology,Screw Compressor,100000.0,350000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Size of Receiver,500,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Air Tank Capacity,500,250.0,250.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate,501 - 1000 cfm,1150000.0,1150000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate,>1000 cfm,100000.0,4500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate,121 - 500 cfm,250.0,250.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Maximum Flow Rate,51 - 120 cfm,210000.0,275000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model Number/Name,GX 2-7 EP,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model Number/Name,KES 22,350000.0,350000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model Number/Name,KES11,210000.0,210000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model Number/Name,KES75,1150000.0,1150000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model Number/Name,KES 15,275000.0,275000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Model Number/Name,KES37,650000.0,650000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,IR,350000.0,350000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,Gowin,1400000.0,1400000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,Qincy,100000.0,100000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,Kirloskar,210000.0,210000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,KIRLOSKAR,275000.0,275000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,Air Power,125000.0,125000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,Ingersoll Rand,4500000.0,4500000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Brand,Atlas Copco,90000.0,90000.0
Rotary Screw Compressors,Unit,250.0,350000.0,90000.0,100000.0,200000.0,Material of Construction,MS,250000.0,250000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Horse Power,7.5 HP,480000.0,480000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Horse Power,10 HP,160000.0,160000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Horse Power,40HP,370888.0,370888.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Horse Power,5 HP,180000.0,180000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Power Mode,MOTOR DRIVEN,105000.0,105000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Accessories,Dryer,180000.0,180000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Power Source,AC Three Phase,100000.0,180000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Size of Receiver,220 LTS,105000.0,105000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Compressor Technology,Screw Compressor,160000.0,370888.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Brand,Atlas Copco,160000.0,180000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Brand,AIKO,447644.0,447644.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Compressor Mounting Configuration,Tank Mounted,105000.0,105000.0
Rotary Screw Compressors,Number,105000.0,447644.0,180000.0,105000.0,160000.0,Compressor Brand,AIKO,447644.0,447644.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Automatic Grade,Automatic,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Usage/Application,bending,1000000.0,1000000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Max Bending Radius,0-50 mm,320000.0,470000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Max Bending Radius,50-100 mm,260000.0,470000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Max Bending Radius,200-250 mm,470000.0,550000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Size,2030 x 2 mm,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Model,2017,320000.0,320000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Model,2018,470000.0,470000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Model,2019,260000.0,260000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Bending Material,ms,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Bending Material,Ms and ss,260000.0,260000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Bending Material,MS,160000.0,160000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Bending Material,MS / SS,1000000.0,1000000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Control Type,Non-CNC,350000.0,550000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Control Type,CNC,1000000.0,1000000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Cutting Load,>150 ton,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Cutting Load,60-90 ton,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Cutting Load,90-120 ton,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Cutting Load,30-60 ton,350000.0,550000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Cutting Load,0-30 ton,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Cutting Load,120-150 ton,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Voltage,220 V,650000.0,650000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Rahi,850000.0,850000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Energy force,350000.0,350000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Nath Machinery,650000.0,650000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Haco,1700000.0,1700000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Fame tech hydraulic,260000.0,260000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Hydraulic sheet bending machines,320000.0,470000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Parrytech Hydraulics,1000000.0,1000000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Gujri,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,GUJRI,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Brand,Shiv,550000.0,550000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Sheet Material,Iron,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Sheet Material,Aluminium,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Sheet Material,MILD STEEL,220000.0,220000.0
Hydraulic Bending Machine,Piece,220000.0,550000.0,350000.0,220000.0,470000.0,Sheet Material,Steel,220000.0,220000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Brand,Paras,50000.0,50000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Drilling Diameter,6 mm,50000.0,50000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Drilling Diameter,22 mm,50000.0,50000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Drilling Diameter,25 mm,50000.0,50000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Drilling Diameter,20 mm,50000.0,50000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Drilling Diameter,13 mm,50000.0,50000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Max Bending Radius,0-50 mm,375000.0,375000.0
Hydraulic Bending Machine,Unit,50000.0,50000.0,50000.0,NULL,NULL,Max Bending Radius,50-100 mm,500000.0,500000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Usage/Application,Toaster,1726.0,120999.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Shape,Square,300.0,300.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Features,Muffin Toaster,120999.0,120999.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,7 Heat Setting,1726.0,1726.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,110-220V110-220V,1890.0,1890.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,750W,950.0,950.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,3.24 kW,7500.0,7500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,Power3.24KW,8905.0,8905.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,4KW,120999.0,120999.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,2000 WATT,3230.0,3230.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,1.90Kw,32000.0,32000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,any,600.0,600.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,2.24 kW,9500.0,9500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,1.34 KW,20000.0,20000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,1.8KW,6500.0,6500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,220 Volt Ac,6500.0,7500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,240 V,6000.0,6000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Power,2.4kW,32000.0,32000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Number of Slices,2,300.0,950.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Number of Slices,4,6000.0,6500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Number of Slices,6,6800.0,8000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Color,SS,120999.0,120999.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Color,silver,8905.0,8905.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Color,BLACK,1049.0,3230.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Color,Black,1726.0,1726.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Color,White,1890.0,1890.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Handle Material,Bakelite,300.0,300.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Product Type,Toaster,300.0,300.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Any,8905.0,8905.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Havells,997.0,1726.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Prestige,800.0,1049.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,PRINCE CASTLE USA,120999.0,120999.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Skyline,750.0,750.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Shiv Kitchen,11000.0,11000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,HAVELLS,1890.0,1890.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Kenstar,1500.0,1500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Pacific,32000.0,32000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Bosch,3169.0,3169.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Vilo,764.0,764.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Generic,300.0,300.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Vive,400.0,400.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Micromart,6500.0,7500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Brand,Techmate,6800.0,6800.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Material,SS,6800.0,11000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Material,any,600.0,600.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Material,Iorn,8905.0,8905.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Material,Aluminium,300.0,300.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Material,PLASTIC,1049.0,1049.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Material,Stainless Steel,6500.0,8000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,464-BC,120999.0,120999.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,PGMFB,1049.0,1049.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,T-K-45,750.0,750.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,any,600.0,600.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,MFT-BT-4,6500.0,6500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,MM-BT-6S,7500.0,7500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,ST-4,6000.0,6000.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,MM-CBT-300,42500.0,42500.0
Toaster,Piece,300.0,8905.0,1890.0,600.0,6500.0,Model Number,MM-BT-4S,6500.0,6500.0
Toaster,No(s),26000.0,26000.0,26000.0,NULL,NULL,Brand,La Decor,26000.0,26000.0
Toaster,No(s),26000.0,26000.0,26000.0,NULL,NULL,Material,Stainless Steel,26000.0,26000.0
Toaster,No(s),26000.0,26000.0,26000.0,NULL,NULL,Color,Stainless Steel,26000.0,26000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Usage/Application,home,999.0,999.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Power,"1.6kW,6.1A",55000.0,55000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Power,200,999.0,999.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Number of Slices,Conveyor Toaster,55000.0,55000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Color,multicolor,999.0,999.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Brand,Prestige,1395.0,1395.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Brand,paykars,999.0,999.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Brand,PVG,34000.0,34000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Material,"steel,p",999.0,999.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Material,Stainless steel,55000.0,55000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Material,Steel,34000.0,34000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Model Number,TM-5H Hatco,55000.0,55000.0
Toaster,Unit,999.0,55000.0,999.0,55000.0,1395.0,Model Number,2cvt,999.0,999.0
